user_id,day,meal_type,target_cal,food_1,food_2,food_3,chosen_food
SU000002,12,breakfast,780.0,348,256,50,348
SU000002,12,lunch,1040.0,133,587,356,133
SU000002,12,dinner,780.0,407,81,140,140
SU000002,13,breakfast,780.0,83,572,578,83
SU000002,13,lunch,1040.0,318,556,403,556
SU000002,13,dinner,780.0,88,487,506,88
SU000002,14,breakfast,780.0,3,65,11,11
SU000002,14,lunch,1040.0,78,449,287,287
SU000002,14,dinner,780.0,521,455,360,455
SU000003,1,breakfast,780.0,163,52,350,52
SU000003,1,lunch,1040.0,76,250,167,250
SU000003,1,dinner,780.0,389,38,79,389
SU000003,2,breakfast,780.0,52,172,320,52
SU000003,2,lunch,1040.0,354,589,156,354
SU000003,2,dinner,780.0,291,441,358,441
SU000003,3,breakfast,780.0,203,266,67,266
SU000003,3,lunch,1040.0,355,92,167,355
SU000003,3,dinner,780.0,80,510,360,80
SU000003,4,breakfast,780.0,577,204,578,204
SU000003,4,lunch,1040.0,93,222,125,125
SU000003,4,dinner,780.0,387,365,254,254
SU000003,5,breakfast,780.0,90,268,95,95
SU000003,5,lunch,1040.0,257,54,556,257
SU000003,5,dinner,780.0,302,533,413,413
SU000003,6,breakfast,780.0,51,50,32,32
SU000003,6,lunch,1040.0,449,92,323,92
SU000003,6,dinner,780.0,213,361,392,213
SU000003,7,breakfast,780.0,226,397,193,193
SU000003,7,lunch,1040.0,84,305,55,84
SU000003,7,dinner,780.0,513,541,450,513
SU000003,8,breakfast,780.0,25,137,164,137
SU000003,8,lunch,1040.0,417,147,34,34
SU000003,8,dinner,780.0,416,311,291,416
SU000003,9,breakfast,780.0,438,91,139,139
SU000003,9,lunch,1040.0,42,165,69,69
SU000003,9,dinner,780.0,277,325,517,325
SU000003,10,breakfast,780.0,136,67,4,67
SU000003,10,lunch,1040.0,102,40,77,77
SU000003,10,dinner,780.0,441,485,413,413
SU000003,11,breakfast,780.0,202,571,268,571
SU000003,11,lunch,1040.0,321,528,94,321
SU000003,11,dinner,780.0,263,413,390,413
SU000003,12,breakfast,780.0,299,297,368,297
SU000003,12,lunch,1040.0,560,114,567,114
SU000003,12,dinner,780.0,485,304,339,339
SU000003,13,breakfast,780.0,4,106,398,4
SU000003,13,lunch,1040.0,587,107,144,107
SU000003,13,dinner,780.0,494,21,88,21
SU000003,14,breakfast,780.0,399,95,205,95
SU000003,14,lunch,1040.0,271,417,54,271
SU000003,14,dinner,780.0,385,470,442,442
SU000004,1,breakfast,660.0,439,204,67,67
SU000004,1,lunch,880.0,344,288,334,334
SU000004,1,dinner,660.0,389,279,259,279
SU000004,2,breakfast,660.0,577,105,204,105
SU000004,2,lunch,880.0,214,271,531,214
SU000004,2,dinner,660.0,453,279,149,453
SU000004,3,breakfast,660.0,256,438,25,25
SU000004,3,lunch,880.0,321,223,529,223
SU000004,3,dinner,660.0,279,259,389,389
SU000004,4,breakfast,660.0,96,349,183,349
SU000004,4,lunch,880.0,404,590,53,404
SU000004,4,dinner,660.0,259,149,279,259
SU000004,5,breakfast,660.0,330,65,96,96
SU000004,5,lunch,880.0,214,125,444,214
SU000004,5,dinner,660.0,389,279,259,279
SU000004,6,breakfast,660.0,66,95,96,66
SU000004,6,lunch,880.0,156,124,418,418
SU000004,6,dinner,660.0,149,453,389,453
SU000004,7,breakfast,660.0,4,96,2,2
SU000004,7,lunch,880.0,476,334,587,587
SU000004,7,dinner,660.0,279,259,149,259
SU000004,8,breakfast,660.0,162,164,300,300
SU000004,8,lunch,880.0,478,20,273,273
SU000004,8,dinner,660.0,259,279,389,389
SU000004,9,breakfast,660.0,205,32,51,205
SU000004,9,lunch,880.0,551,332,93,93
SU000004,9,dinner,660.0,389,259,453,259
SU000004,10,breakfast,660.0,164,226,578,164
SU000004,10,lunch,880.0,590,220,69,220
SU000004,10,dinner,660.0,259,453,279,259
SU000004,11,breakfast,660.0,299,233,90,90
SU000004,11,lunch,880.0,107,55,85,85
SU000004,11,dinner,660.0,389,453,149,453
SU000004,12,breakfast,660.0,11,51,578,51
SU000004,12,lunch,880.0,124,55,552,55
SU000004,12,dinner,660.0,389,279,259,279
SU000004,13,breakfast,660.0,2,368,400,2
SU000004,13,lunch,880.0,148,102,355,102
SU000004,13,dinner,660.0,453,149,279,453
SU000004,14,breakfast,660.0,2,366,330,2
SU000004,14,lunch,880.0,323,93,551,551
SU000004,14,dinner,660.0,259,389,279,279
SU000005,1,breakfast,780.0,19,202,106,19
SU000005,1,lunch,1040.0,69,588,20,20
SU000005,1,dinner,780.0,198,538,81,81
SU000005,2,breakfast,780.0,576,439,270,439
SU000005,2,lunch,1040.0,332,92,169,169
SU000005,2,dinner,780.0,212,159,494,212
SU000005,3,breakfast,780.0,576,67,268,67
SU000005,3,lunch,1040.0,26,147,157,157
SU000005,3,dinner,780.0,100,369,380,380
SU000005,4,breakfast,780.0,1,66,348,348
SU000005,4,lunch,1040.0,165,5,20,5
SU000005,4,dinner,780.0,467,457,537,537
SU000005,5,breakfast,780.0,91,163,439,439
SU000005,5,lunch,1040.0,250,448,102,250
SU000005,5,dinner,780.0,453,81,98,453
SU000005,6,breakfast,780.0,574,320,52,52
SU000005,6,lunch,1040.0,403,216,165,165
SU000005,6,dinner,780.0,60,98,585,585
SU000005,7,breakfast,780.0,49,177,573,177
SU000005,7,lunch,1040.0,210,216,122,210
SU000005,7,dinner,780.0,209,179,465,179
SU000005,8,breakfast,780.0,51,32,270,32
SU000005,8,lunch,1040.0,107,157,354,107
SU000005,8,dinner,780.0,88,140,98,140
SU000005,9,breakfast,780.0,90,2,155,155
SU000005,9,lunch,1040.0,273,589,69,69
SU000005,9,dinner,780.0,17,504,213,213
SU000005,10,breakfast,780.0,348,270,245,348
SU000005,10,lunch,1040.0,125,588,151,151
SU000005,10,dinner,780.0,185,261,119,185
SU000005,11,breakfast,780.0,245,202,438,202
SU000005,11,lunch,1040.0,559,76,306,76
SU000005,11,dinner,780.0,482,7,60,482
SU000005,12,breakfast,780.0,51,65,244,244
SU000005,12,lunch,1040.0,555,444,531,444
SU000005,12,dinner,780.0,9,466,73,73
SU000005,13,breakfast,780.0,50,232,51,232
SU000005,13,lunch,1040.0,20,92,305,20
SU000005,13,dinner,780.0,519,239,113,239
SU000005,14,breakfast,780.0,268,49,136,49
SU000005,14,lunch,1040.0,288,14,419,14
SU000005,14,dinner,780.0,98,112,361,112
SU000006,1,breakfast,540.0,4,3,66,3
SU000006,1,lunch,720.0,40,14,561,40
SU000006,1,dinner,540.0,118,372,16,16
SU000006,2,breakfast,540.0,366,67,12,12
SU000006,2,lunch,720.0,78,107,69,69
SU000006,2,dinner,540.0,428,389,16,16
SU000006,3,breakfast,540.0,90,50,202,90
SU000006,3,lunch,720.0,587,569,216,569
SU000006,3,dinner,540.0,212,194,428,428
SU000006,4,breakfast,540.0,576,91,65,576
SU000006,4,lunch,720.0,243,345,107,345
SU000006,4,dinner,540.0,463,212,372,372
SU000006,5,breakfast,540.0,52,245,398,245
SU000006,5,lunch,720.0,426,222,243,426
SU000006,5,dinner,540.0,279,513,413,513
SU000006,6,breakfast,540.0,172,106,66,66
SU000006,6,lunch,720.0,94,169,336,336
SU000006,6,dinner,540.0,118,140,194,140
SU000006,7,breakfast,540.0,139,348,400,139
SU000006,7,lunch,720.0,444,220,558,558
SU000006,7,dinner,540.0,493,37,194,493
SU000006,8,breakfast,540.0,351,104,330,330
SU000006,8,lunch,720.0,306,27,93,306
SU000006,8,dinner,540.0,372,513,389,513
SU000006,9,breakfast,540.0,139,202,319,319
SU000006,9,lunch,720.0,289,403,156,156
SU000006,9,dinner,540.0,118,513,389,513
SU000006,10,breakfast,540.0,104,256,32,104
SU000006,10,lunch,720.0,556,335,53,53
SU000006,10,dinner,540.0,279,463,389,463
SU000006,11,breakfast,540.0,319,233,19,319
SU000006,11,lunch,720.0,567,151,444,567
SU000006,11,dinner,540.0,194,279,493,194
SU000006,12,breakfast,540.0,256,138,3,3
SU000006,12,lunch,720.0,124,84,78,124
SU000006,12,dinner,540.0,37,279,493,37
SU000006,13,breakfast,540.0,83,398,205,398
SU000006,13,lunch,720.0,34,531,444,531
SU000006,13,dinner,540.0,428,372,212,428
SU000006,14,breakfast,540.0,183,366,270,270
SU000006,14,lunch,720.0,322,222,354,322
SU000006,14,dinner,540.0,413,16,212,16
SU000007,1,breakfast,660.0,400,577,2,2
SU000007,1,lunch,880.0,94,355,295,355
SU000007,1,dinner,660.0,149,279,453,453
SU000007,2,breakfast,660.0,19,367,573,573
SU000007,2,lunch,880.0,182,157,333,182
SU000007,2,dinner,660.0,389,149,453,453
SU000007,3,breakfast,660.0,575,2,397,2
SU000007,3,lunch,880.0,78,124,84,78
SU000007,3,dinner,660.0,453,389,259,453
SU000007,4,breakfast,660.0,266,202,573,573
SU000007,4,lunch,880.0,107,553,305,553
SU000007,4,dinner,660.0,389,259,453,259
SU000007,5,breakfast,660.0,172,577,51,51
SU000007,5,lunch,880.0,553,157,589,157
SU000007,5,dinner,660.0,149,279,453,453
SU000007,6,breakfast,660.0,90,330,183,90
SU000007,6,lunch,880.0,552,257,221,221
SU000007,6,dinner,660.0,389,453,279,279
SU000007,7,breakfast,660.0,52,576,256,52
SU000007,7,lunch,880.0,54,27,216,27
SU000007,7,dinner,660.0,279,149,453,453
SU000007,8,breakfast,660.0,12,330,575,575
SU000007,8,lunch,880.0,165,419,42,165
SU000007,8,dinner,660.0,259,389,149,259
SU000007,9,breakfast,660.0,67,578,245,245
SU000007,9,lunch,880.0,147,126,272,147
SU000007,9,dinner,660.0,149,389,259,259
SU000007,10,breakfast,660.0,139,439,95,439
SU000007,10,lunch,880.0,181,42,402,42
SU000007,10,dinner,660.0,389,259,453,259
SU000007,11,breakfast,660.0,205,299,139,139
SU000007,11,lunch,880.0,210,85,316,85
SU000007,11,dinner,660.0,259,389,149,259
SU000007,12,breakfast,660.0,96,65,269,65
SU000007,12,lunch,880.0,478,287,169,287
SU000007,12,dinner,660.0,389,279,259,279
SU000007,13,breakfast,660.0,245,32,2,2
SU000007,13,lunch,880.0,125,267,288,125
SU000007,13,dinner,660.0,259,279,149,259
SU000007,14,breakfast,660.0,203,95,52,52
SU000007,14,lunch,880.0,333,221,53,53
SU000007,14,dinner,660.0,279,259,389,389
SU000008,1,breakfast,780.0,95,205,155,95
SU000008,1,lunch,1040.0,165,126,55,165
SU000008,1,dinner,780.0,468,131,381,131
SU000008,2,breakfast,780.0,32,139,270,32
SU000008,2,lunch,1040.0,64,479,552,64
SU000008,2,dinner,780.0,21,441,406,406
SU000008,3,breakfast,780.0,83,91,232,232
SU000008,3,lunch,1040.0,181,587,557,587
SU000008,3,dinner,780.0,430,506,539,539
SU000008,4,breakfast,780.0,106,12,368,106
SU000008,4,lunch,1040.0,419,157,54,157
SU000008,4,dinner,780.0,290,515,585,585
SU000008,5,breakfast,780.0,66,244,50,244
SU000008,5,lunch,1040.0,122,295,14,14
SU000008,5,dinner,780.0,173,363,236,173
SU000008,6,breakfast,780.0,256,573,571,571
SU000008,6,lunch,1040.0,101,557,181,101
SU000008,6,dinner,780.0,327,218,159,159
SU000008,7,breakfast,780.0,320,300,67,67
SU000008,7,lunch,1040.0,568,344,531,344
SU000008,7,dinner,780.0,362,468,429,429
SU000008,8,breakfast,780.0,52,232,163,232
SU000008,8,lunch,1040.0,124,559,354,354
SU000008,8,dinner,780.0,195,73,228,228
SU000008,9,breakfast,780.0,298,232,578,232
SU000008,9,lunch,1040.0,92,317,418,92
SU000008,9,dinner,780.0,514,452,503,503
SU000008,10,breakfast,780.0,577,232,439,232
SU000008,10,lunch,1040.0,354,567,589,354
SU000008,10,dinner,780.0,429,100,496,100
SU000008,11,breakfast,780.0,137,164,300,137
SU000008,11,lunch,1040.0,345,425,295,295
SU000008,11,dinner,780.0,365,218,261,218
SU000008,12,breakfast,780.0,65,439,164,439
SU000008,12,lunch,1040.0,76,165,215,76
SU000008,12,dinner,780.0,219,31,457,31
SU000008,13,breakfast,780.0,232,4,300,232
SU000008,13,lunch,1040.0,41,167,558,41
SU000008,13,dinner,780.0,455,248,304,304
SU000008,14,breakfast,780.0,398,245,95,95
SU000008,14,lunch,1040.0,551,590,167,551
SU000008,14,dinner,780.0,59,72,540,59
SU000009,1,breakfast,780.0,1,104,398,1
SU000009,1,lunch,1040.0,402,216,305,305
SU000009,1,dinner,780.0,521,339,119,339
SU000009,2,breakfast,780.0,96,162,50,50
SU000009,2,lunch,1040.0,92,316,405,316
SU000009,2,dinner,780.0,119,393,539,539
SU000009,3,breakfast,780.0,439,226,233,439
SU000009,3,lunch,1040.0,405,553,528,553
SU000009,3,dinner,780.0,277,340,184,184
SU000009,4,breakfast,780.0,204,3,51,204
SU000009,4,lunch,1040.0,93,69,323,69
SU000009,4,dinner,780.0,199,100,171,100
SU000009,5,breakfast,780.0,297,349,578,349
SU000009,5,lunch,1040.0,449,243,405,243
SU000009,5,dinner,780.0,119,218,159,159
SU000009,6,breakfast,780.0,275,398,65,275
SU000009,6,lunch,1040.0,77,167,344,344
SU000009,6,dinner,780.0,16,173,540,173
SU000009,7,breakfast,780.0,575,269,65,269
SU000009,7,lunch,1040.0,55,295,332,295
SU000009,7,dinner,780.0,484,391,212,212
SU000009,8,breakfast,780.0,571,268,91,571
SU000009,8,lunch,1040.0,156,69,559,69
SU000009,8,dinner,780.0,252,113,100,100
SU000009,9,breakfast,780.0,366,172,49,49
SU000009,9,lunch,1040.0,333,322,210,210
SU000009,9,dinner,780.0,187,441,72,441
SU000009,10,breakfast,780.0,203,571,266,266
SU000009,10,lunch,1040.0,529,345,101,101
SU000009,10,dinner,780.0,446,453,507,453
SU000009,11,breakfast,780.0,244,51,67,244
SU000009,11,lunch,1040.0,476,152,332,476
SU000009,11,dinner,780.0,369,71,259,259
SU000009,12,breakfast,780.0,577,4,244,244
SU000009,12,lunch,1040.0,478,169,243,169
SU000009,12,dinner,780.0,87,503,60,503
SU000009,13,breakfast,780.0,269,1,203,269
SU000009,13,lunch,1040.0,590,215,566,566
SU000009,13,dinner,780.0,519,260,537,519
SU000009,14,breakfast,780.0,226,256,91,256
SU000009,14,lunch,1040.0,477,20,403,20
SU000009,14,dinner,780.0,199,119,450,450
SU000010,1,breakfast,780.0,438,104,202,202
SU000010,1,lunch,1040.0,336,528,589,528
SU000010,1,dinner,780.0,453,360,303,453
SU000010,2,breakfast,780.0,368,90,1,1
SU000010,2,lunch,1040.0,404,272,93,93
SU000010,2,dinner,780.0,119,339,414,339
SU000010,3,breakfast,780.0,300,155,268,155
SU000010,3,lunch,1040.0,587,530,84,84
SU000010,3,dinner,780.0,484,87,279,279
SU000010,4,breakfast,780.0,193,232,204,204
SU000010,4,lunch,1040.0,550,273,144,144
SU000010,4,dinner,780.0,541,79,485,79
SU000010,5,breakfast,780.0,299,399,32,32
SU000010,5,lunch,1040.0,271,107,222,107
SU000010,5,dinner,780.0,72,290,583,583
SU000010,6,breakfast,780.0,66,232,438,232
SU000010,6,lunch,1040.0,447,69,5,447
SU000010,6,dinner,780.0,112,470,87,87
SU000010,7,breakfast,780.0,205,3,577,205
SU000010,7,lunch,1040.0,93,267,448,267
SU000010,7,dinner,780.0,290,37,496,37
SU000010,8,breakfast,780.0,330,397,95,95
SU000010,8,lunch,1040.0,123,587,402,587
SU000010,8,dinner,780.0,385,22,79,22
SU000010,9,breakfast,780.0,571,106,398,571
SU000010,9,lunch,1040.0,425,42,401,42
SU000010,9,dinner,780.0,406,454,8,406
SU000010,10,breakfast,780.0,367,573,397,397
SU000010,10,lunch,1040.0,5,267,419,267
SU000010,10,dinner,780.0,362,264,468,264
SU000010,11,breakfast,780.0,573,298,193,298
SU000010,11,lunch,1040.0,124,257,557,257
SU000010,11,dinner,780.0,586,45,483,483
SU000010,12,breakfast,780.0,24,367,49,24
SU000010,12,lunch,1040.0,295,76,215,76
SU000010,12,dinner,780.0,141,71,443,141
SU000010,13,breakfast,780.0,51,244,348,244
SU000010,13,lunch,1040.0,550,20,557,20
SU000010,13,dinner,780.0,337,513,585,513
SU000010,14,breakfast,780.0,162,49,572,49
SU000010,14,lunch,1040.0,257,555,426,257
SU000010,14,dinner,780.0,413,470,184,413
SU000011,1,breakfast,780.0,571,299,577,571
SU000011,1,lunch,1040.0,54,14,318,14
SU000011,1,dinner,780.0,441,381,213,441
SU000011,2,breakfast,780.0,232,96,67,232
SU000011,2,lunch,1040.0,318,558,122,122
SU000011,2,dinner,780.0,119,337,73,119
SU000011,3,breakfast,780.0,573,351,397,397
SU000011,3,lunch,1040.0,476,84,157,157
SU000011,3,dinner,780.0,197,463,308,463
SU000011,4,breakfast,780.0,104,32,172,32
SU000011,4,lunch,1040.0,84,306,476,84
SU000011,4,dinner,780.0,456,503,253,503
SU000011,5,breakfast,780.0,244,367,1,244
SU000011,5,lunch,1040.0,216,102,14,14
SU000011,5,dinner,780.0,149,21,38,149
SU000011,6,breakfast,780.0,95,439,297,95
SU000011,6,lunch,1040.0,64,123,305,64
SU000011,6,dinner,780.0,73,304,506,506
SU000011,7,breakfast,780.0,266,25,67,266
SU000011,7,lunch,1040.0,182,278,331,278
SU000011,7,dinner,780.0,31,538,584,31
SU000011,8,breakfast,780.0,233,397,576,397
SU000011,8,lunch,1040.0,356,77,331,77
SU000011,8,dinner,780.0,178,132,131,178
SU000011,9,breakfast,780.0,52,32,90,52
SU000011,9,lunch,1040.0,556,531,331,331
SU000011,9,dinner,780.0,586,81,428,428
SU000011,10,breakfast,780.0,574,137,350,137
SU000011,10,lunch,1040.0,215,476,53,476
SU000011,10,dinner,780.0,87,234,509,87
SU000011,11,breakfast,780.0,162,399,270,399
SU000011,11,lunch,1040.0,529,559,156,529
SU000011,11,dinner,780.0,466,493,508,493
SU000011,12,breakfast,780.0,95,91,368,95
SU000011,12,lunch,1040.0,567,222,123,222
SU000011,12,dinner,780.0,338,87,364,87
SU000011,13,breakfast,780.0,350,2,91,2
SU000011,13,lunch,1040.0,333,101,182,101
SU000011,13,dinner,780.0,505,360,246,246
SU000011,14,breakfast,780.0,245,177,90,177
SU000011,14,lunch,1040.0,220,169,476,169
SU000011,14,dinner,780.0,453,445,517,453
SU000012,1,breakfast,780.0,96,91,366,366
SU000012,1,lunch,1040.0,93,14,354,14
SU000012,1,dinner,780.0,518,464,470,464
SU000012,2,breakfast,780.0,205,398,25,205
SU000012,2,lunch,1040.0,250,124,84,250
SU000012,2,dinner,780.0,72,440,483,483
SU000012,3,breakfast,780.0,577,578,163,163
SU000012,3,lunch,1040.0,305,552,566,566
SU000012,3,dinner,780.0,22,212,179,212
SU000012,4,breakfast,780.0,398,572,399,399
SU000012,4,lunch,1040.0,144,295,272,144
SU000012,4,dinner,780.0,467,340,430,340
SU000012,5,breakfast,780.0,83,330,90,83
SU000012,5,lunch,1040.0,529,478,126,529
SU000012,5,dinner,780.0,505,325,58,325
SU000012,6,breakfast,780.0,172,1,49,49
SU000012,6,lunch,1040.0,529,288,550,550
SU000012,6,dinner,780.0,443,246,360,246
SU000012,7,breakfast,780.0,177,65,270,177
SU000012,7,lunch,1040.0,529,55,356,529
SU000012,7,dinner,780.0,363,408,304,304
SU000012,8,breakfast,780.0,205,96,572,205
SU000012,8,lunch,1040.0,551,124,152,152
SU000012,8,dinner,780.0,515,194,262,194
SU000012,9,breakfast,780.0,105,268,52,52
SU000012,9,lunch,1040.0,125,247,221,125
SU000012,9,dinner,780.0,360,213,464,213
SU000012,10,breakfast,780.0,575,66,95,95
SU000012,10,lunch,1040.0,344,323,289,344
SU000012,10,dinner,780.0,357,71,482,482
SU000012,11,breakfast,780.0,95,49,4,95
SU000012,11,lunch,1040.0,567,14,332,14
SU000012,11,dinner,780.0,452,7,383,7
SU000012,12,breakfast,780.0,577,3,298,298
SU000012,12,lunch,1040.0,555,588,101,101
SU000012,12,dinner,780.0,464,16,507,16
SU000012,13,breakfast,780.0,90,52,297,52
SU000012,13,lunch,1040.0,589,78,556,78
SU000012,13,dinner,780.0,58,326,213,213
SU000012,14,breakfast,780.0,183,155,330,155
SU000012,14,lunch,1040.0,55,479,307,479
SU000012,14,dinner,780.0,171,229,58,58
SU000013,1,breakfast,780.0,2,105,202,105
SU000013,1,lunch,1040.0,76,69,449,76
SU000013,1,dinner,780.0,303,98,280,280
SU000013,2,breakfast,780.0,105,19,136,105
SU000013,2,lunch,1040.0,126,54,94,54
SU000013,2,dinner,780.0,540,303,514,303
SU000013,3,breakfast,780.0,330,105,52,52
SU000013,3,lunch,1040.0,588,418,561,561
SU000013,3,dinner,780.0,416,186,443,186
SU000013,4,breakfast,780.0,203,578,1,1
SU000013,4,lunch,1040.0,321,296,552,321
SU000013,4,dinner,780.0,7,384,212,212
SU000013,5,breakfast,780.0,106,139,266,266
SU000013,5,lunch,1040.0,182,447,41,447
SU000013,5,dinner,780.0,338,127,99,127
SU000013,6,breakfast,780.0,91,49,139,49
SU000013,6,lunch,1040.0,247,559,182,182
SU000013,6,dinner,780.0,279,326,99,279
SU000013,7,breakfast,780.0,32,297,24,24
SU000013,7,lunch,1040.0,126,316,321,321
SU000013,7,dinner,780.0,263,538,48,48
SU000013,8,breakfast,780.0,575,105,137,137
SU000013,8,lunch,1040.0,449,78,55,78
SU000013,8,dinner,780.0,441,416,496,441
SU000013,9,breakfast,780.0,204,233,203,204
SU000013,9,lunch,1040.0,273,404,250,250
SU000013,9,dinner,780.0,464,112,248,112
SU000013,10,breakfast,780.0,244,66,572,244
SU000013,10,lunch,1040.0,529,570,64,64
SU000013,10,dinner,780.0,431,445,361,445
SU000013,11,breakfast,780.0,136,3,320,136
SU000013,11,lunch,1040.0,570,64,528,64
SU000013,11,dinner,780.0,393,38,428,428
SU000013,12,breakfast,780.0,96,106,578,106
SU000013,12,lunch,1040.0,85,151,345,151
SU000013,12,dinner,780.0,234,112,262,234
SU000013,13,breakfast,780.0,50,51,193,193
SU000013,13,lunch,1040.0,165,156,476,476
SU000013,13,dinner,780.0,408,324,238,238
SU000013,14,breakfast,780.0,298,571,226,571
SU000013,14,lunch,1040.0,448,569,257,257
SU000013,14,dinner,780.0,252,248,446,252
SU000014,1,breakfast,660.0,399,351,398,351
SU000014,1,lunch,880.0,402,76,77,77
SU000014,1,dinner,660.0,259,389,453,259
SU000014,2,breakfast,660.0,298,183,268,268
SU000014,2,lunch,880.0,273,124,448,124
SU000014,2,dinner,660.0,279,259,149,259
SU000014,3,breakfast,660.0,204,4,183,183
SU000014,3,lunch,880.0,41,401,101,41
SU000014,3,dinner,660.0,389,279,149,279
SU000014,4,breakfast,660.0,298,2,366,366
SU000014,4,lunch,880.0,168,552,560,552
SU000014,4,dinner,660.0,279,389,259,389
SU000014,5,breakfast,660.0,32,172,65,65
SU000014,5,lunch,880.0,336,84,449,449
SU000014,5,dinner,660.0,149,279,389,389
SU000014,6,breakfast,660.0,575,106,91,91
SU000014,6,lunch,880.0,551,336,76,551
SU000014,6,dinner,660.0,259,279,389,389
SU000014,7,breakfast,660.0,19,164,3,164
SU000014,7,lunch,880.0,322,166,247,166
SU000014,7,dinner,660.0,279,389,149,389
SU000014,8,breakfast,660.0,24,83,104,83
SU000014,8,lunch,880.0,405,355,126,126
SU000014,8,dinner,660.0,453,149,389,453
SU000014,9,breakfast,660.0,573,163,11,163
SU000014,9,lunch,880.0,20,478,336,336
SU000014,9,dinner,660.0,259,389,149,259
SU000014,10,breakfast,660.0,574,155,51,51
SU000014,10,lunch,880.0,76,551,334,334
SU000014,10,dinner,660.0,259,149,453,453
SU000014,11,breakfast,660.0,244,439,349,439
SU000014,11,lunch,880.0,210,115,165,165
SU000014,11,dinner,660.0,389,149,259,259
SU000014,12,breakfast,660.0,576,226,245,576
SU000014,12,lunch,880.0,425,478,554,425
SU000014,12,dinner,660.0,453,279,149,453
SU000014,13,breakfast,660.0,32,106,52,32
SU000014,13,lunch,880.0,20,589,417,417
SU000014,13,dinner,660.0,453,259,279,453
SU000014,14,breakfast,660.0,106,367,105,367
SU000014,14,lunch,880.0,181,478,133,181
SU000014,14,dinner,660.0,279,453,389,389
SU000015,1,breakfast,540.0,233,32,51,51
SU000015,1,lunch,720.0,426,147,321,426
SU000015,1,dinner,540.0,372,389,279,372
